session_id,session_start_hour,session_end_hour,total_ops,total_volume,hour_span
2549,9,9,1,2100.0,0
1364,13,13,3,2650.0,0
706,14,14,1,4000.0,0
1239,17,17,1,180.0,0
3457,15,15,3,4236.0,0
3445,18,18,3,34870.0,0
191,13,13,1,61909.65,0
2153,18,19,2,25628.3,1
953,14,14,1,299.76,0
2680,12,12,1,2000.0,0
295,19,19,3,44927.98,0
3064,16,16,1,1500.0,0
2156,10,11,2,12000.0,1
1763,18,18,2,600.0,0
2400,12,12,1,650.0,0
1111,16,16,2,19088.8,0
569,13,13,1,400.14,0
1504,20,20,3,3600.0,0
3341,15,14,5,141617.36,1
319,10,10,1,522.34,0
3460,20,19,5,68767.0,1
2159,17,16,2,7200.0,1
2144,17,17,1,4606.5,0
2031,16,16,1,200.0,0
2162,19,19,1,250.0,0
2284,11,11,1,200.0,0
962,12,12,1,515.26,0
1227,20,20,1,500.0,0
2555,20,20,1,1296.1,0
2543,15,15,3,2131.31,0
2403,19,19,1,400.0,0
2141,12,12,1,7501.89,0
1218,15,15,2,40150.0,0
1626,19,19,1,993.0,0
3201,21,20,7,264800.0,1
1215,14,15,2,48208.0,1
3076,12,12,4,10586.7,0
456,16,16,1,350.0,0
3448,21,20,3,8990.0,1
1093,12,12,1,100.0,0
1102,16,16,3,156425.4,0
1629,17,17,1,501.5,0
2665,8,8,1,800.0,0
435,14,14,1,305.0,0
3180,22,22,1,214.35,0
2793,13,13,1,750.0,0
3311,19,19,1,38355.86,0
2936,9,9,1,5063.77,0
694,11,11,1,47.75,0
2043,13,13,1,16700.0,0
742,10,10,1,723.48,0
1254,12,12,1,500.0,0
1906,17,17,1,1000.0,0
2326,17,17,3,5385.0,0
2829,13,13,1,3006.0,0
1662,20,20,1,250.0,0
876,14,14,1,500.0,0
3237,20,19,5,93487.33,1
992,15,15,1,336.26,0
1534,14,14,1,200.0,0
2442,19,19,1,1000.0,0
1796,20,20,1,100.0,0
2561,9,9,1,6315.69,0
1135,11,11,1,3320.0,0
209,15,14,3,2200.0,1
69,15,15,1,545.99,0
1647,22,22,1,500.0,0
2698,14,14,1,400.0,0
1266,14,14,1,1700.0,0
2558,12,12,1,2505.0,0
2588,17,17,3,3590.0,0
1144,10,10,1,150.0,0
346,17,17,2,15290.0,0
864,21,22,2,1958.76,1
1278,14,14,1,200.0,0
2713,22,22,1,800.0,0
1510,15,15,1,834.21,0
2966,7,7,1,1040.0,0
2716,17,17,2,900.0,0
2850,17,17,1,500.0,0
212,13,13,1,1028.56,0
2308,14,14,1,200.0,0
2427,15,15,2,2540.0,0
2695,12,12,1,400.0,0
2448,21,21,1,520.0,0
3350,17,16,4,16774.510000000002,1
2957,17,17,2,811.4100000000001,0
724,22,22,1,2000.0,0
2573,15,15,1,8000.0,0
227,17,18,3,24121.0,1
861,9,9,1,350.0,0
1927,17,17,1,621.0,0
1382,23,23,4,10761.060000000001,0
66,13,13,6,65222.39,0
477,23,23,1,108.5,0
1924,9,8,5,1936.0,1
1918,11,11,1,333.0,0
2707,17,17,1,2442.65,0
328,15,14,4,22103.5,1
337,14,12,5,198021.69,2
2299,17,17,1,250.0,0
1275,17,16,3,1693.44,1
1644,17,17,1,200.0,0
3234,14,14,1,22391.92,0
3094,19,19,2,1070.7,0
1784,14,14,1,500.0,0
352,20,20,4,80939.87,0
2585,10,11,2,9699.99,1
78,23,23,2,10505.6,0
2445,11,11,2,4250.0,0
1540,18,18,1,1000.0,0
215,13,12,6,71092.5,1
1915,20,20,1,200.0,0
2058,15,15,1,4700.0,0
3362,16,15,20,382369.60000000003,2
1013,23,23,1,482.5,0
1781,9,9,2,220.0,0
2180,16,16,1,8560.0,0
3213,10,10,1,40000.0,0
858,15,14,2,1242.0,1
3088,9,9,1,300.0,0
745,18,18,1,15000.0,0
81,19,18,14,125115.67,1
72,0,0,1,1590.0,0
3347,14,14,1,4000.0,0
358,17,17,1,20826.51,0
2049,20,20,2,36208.0,0
489,16,16,1,170.0,0
3228,14,14,1,12000.0,0
3085,13,13,1,365.0,0
989,13,12,3,926.3400000000001,1
2692,13,13,1,850.33,0
1123,11,11,1,7402.5,0
2314,10,10,3,2563.0,0
218,13,13,1,27934.5,0
2305,12,12,1,800.0,0
1653,13,13,1,700.0,0
2186,9,9,2,1405.0,0
1522,23,23,1,300.0,0
736,21,21,1,25.36,0
2433,16,16,2,1290.0,0
733,22,22,4,13900.0,0
2841,22,22,1,1000.0,0
882,17,17,1,250.0,0
1409,23,23,1,694.75,0
995,13,14,4,13248.1,1
599,20,20,1,157.92,0
1132,16,16,2,53937.0,0
486,19,19,1,654.45,0
3365,20,22,11,346830.89,2
3481,13,14,4,1474.38,1
2177,0,0,1,210.0,0
2061,19,19,1,42851.0,0
2046,16,16,2,19000.0,0
855,11,11,1,2376.0,0
2296,13,13,1,200.0,0
867,19,19,1,226.25,0
2457,21,21,1,793.95,0
224,12,13,2,16637.870000000003,1
1799,15,15,2,550.0,0
1272,13,13,2,638.6800000000001,0
614,21,22,2,2035.0,1
3103,11,11,1,335.0,0
1403,11,11,1,1034.0,0
2981,12,12,1,531.0,0
90,18,18,2,30176.989999999998,0
1251,18,18,1,1865.8,0
2701,23,23,1,2374.75,0
1394,13,13,1,650.0,0
1933,23,23,1,300.0,0
2323,11,11,1,1400.0,0
2972,14,14,1,300.9,0
2040,18,17,2,437.0,1
1379,16,15,2,400.0,1
593,12,12,1,9000.0,0
1671,11,11,1,400.0,0
75,20,20,1,1029.12,0
2451,14,15,2,1100.0,1
87,19,18,4,8265.0,1
1793,17,17,1,100.0,0
2311,19,19,1,200.0,0
2826,12,12,1,400.0,0
3502,17,17,1,14900.0,0
3499,18,18,2,15264.92,0
1903,14,14,1,310.0,0
2820,13,13,3,2765.41,0
2710,19,19,1,7597.14,0
2439,12,12,1,400.0,0
459,19,19,2,1042.0,0
730,18,18,1,100.0,0
611,18,18,1,394.2,0
1909,11,11,1,550.0,0
1257,16,16,1,200.0,0
2189,14,14,2,80316.0,0
2317,13,13,1,500.0,0
2954,13,13,1,200.2,0
617,4,4,1,580.51,0
200,15,15,1,4134.0,0
1513,8,8,1,200.94,0
1528,12,12,1,1390.2,0
3496,12,13,6,37004.8,1
1391,23,23,1,718.34,0
3216,16,17,3,487.96000000000004,1
2055,18,18,1,19999.79,0
1129,15,15,1,6633.2,0
1537,10,10,1,520.0,0
1385,10,10,1,600.0,0
3359,20,20,1,10000.0,0
2844,22,22,1,540.6,0
748,22,22,1,16752.0,0
355,20,20,1,20000.0,0
3100,0,0,1,444.0,0
1531,21,20,2,575.5699999999999,1
1126,20,20,2,5643.44,0
3371,12,12,1,400.35,0
727,13,13,2,940.0,0
873,21,21,2,161.92,0
3344,19,20,4,91302.28,1
221,21,20,2,6200.0,1
1004,17,17,1,546.32,0
2963,18,18,1,700.0,0
2960,10,10,1,447.75,0
1775,20,20,1,340.0,0
2171,20,20,1,8500.0,0
474,15,15,1,100.0,0
1263,19,19,1,800.0,0
3368,19,19,1,11702.34,0
2570,9,9,1,5262.02,0
1912,14,13,2,1845.0,1
3231,21,21,1,5000.0,0
3356,17,17,2,28230.120000000003,0
1659,15,15,1,300.0,0
998,16,16,2,4000.0,0
870,20,20,1,100.46,0
2302,21,21,1,200.0,0
2838,13,13,2,1100.0,0
3493,19,19,1,104.05,0
3478,18,18,1,12687.0,0
2195,21,21,1,14727.44,0
2835,22,21,2,1000.0,1
349,12,12,1,14334.4,0
2832,13,13,1,800.0,0
1397,11,11,1,3031.7,0
1525,16,16,1,6700.0,0
2165,12,11,8,141560.0,1
2951,9,9,4,7194.27,0
2704,15,15,2,800.0,0
2183,23,23,1,50112.4,0
1641,11,11,1,1092.3,0
1141,16,16,1,2000.0,0
3243,15,15,3,97062.23,0
2978,11,11,1,203.56,0
1406,17,17,1,223.65,0
751,14,14,2,16500.0,0
590,14,14,1,220.0,0
2037,17,18,5,16715.0,1
2582,14,14,1,418.0,0
468,23,23,1,232.62,0
480,20,20,1,312.0,0
1388,20,19,2,1158.5,1
1790,11,11,1,200.0,0
2064,23,23,1,20000.0,0
2823,19,19,1,900.0,0
2320,21,22,4,5190.0,1
1001,21,21,1,875.25,0
3091,19,19,1,500.0,0
2969,21,21,2,2000.0,0
2430,11,11,1,440.0,0
2174,9,9,1,200.0,0
3353,12,11,5,163610.81,1
1260,23,23,2,400.0,0
3109,22,22,1,350.0,0
1772,17,17,1,450.0,0
3106,8,8,1,400.0,0
1269,22,22,1,500.0,0
1400,16,16,1,350.0,0
2689,8,8,1,2901.61,0
340,17,17,1,12000.0,0
1516,15,15,2,2476.6800000000003,0
3082,21,20,2,3361.0,1
2564,12,12,4,3450.0,0
1010,6,6,1,285.0,0
3112,6,6,1,1500.0,0
3222,16,17,8,119460.41999999998,2
331,18,18,2,83541.3,0
2436,13,13,1,400.0,0
84,18,18,2,5354.38,0
462,0,0,1,1882.64,0
3487,15,15,1,10777.15,0
3374,15,15,1,24052.83,0
1921,21,21,1,298.0,0
3097,12,12,1,4573.97,0
2567,16,16,1,500.0,0
93,23,23,2,1407.5,0
2975,17,17,1,502.16,0
1668,17,17,2,951.16,0
3219,22,22,4,20180.0,0
2719,9,9,1,525.0,0
1930,19,19,2,720.0,0
2576,19,19,1,7502.29,0
1778,0,0,1,149.7,0
1787,18,18,1,100.0,0
605,14,14,3,1475.69,0
739,16,16,1,94.79,0
